#RISULTATO DI ESECUZIONE SINGLE-NODE DEL TASK 3.2 SU FLIGHT_SAMPLE_CLEANED_PARQUET
#SPARKSQL

origin	month	voli_basso	avg_dep_basso	avg_arr_basso	voli_medio	avg_dep_medio	avg_arr_medio	voli_alto	avg_dep_alto	avg_arr_alto	causa_canc_piu_frequente
DCA	3	15	2.6666666666666665	14.0	1	27.0	28.0	1	102.0	110.0	N/A
DCA	4	6	0.0	3.0	0	0.0	0.0	0	0.0	0.0	N/A
DCA	5	17	11.0	8.6	3	26.333333333333332	23.0	2	81.5	75.0	N/A
DCA	6	6	10.0	11.0	4	24.25	15.75	2	106.0	94.0	N/A
DCA	7	10	9.0	16.25	0	0.0	0.0	2	194.5	185.0	N/A
DCA	8	11	3.5	51.0	1	38.0	21.0	4	153.25	142.0	N/A
DCA	9	13	3.6666666666666665	13.666666666666666	0	0.0	0.0	0	0.0	0.0	N/A
DCA	10	14	2.0	3.0	0	0.0	0.0	0	0.0	0.0	N/A
DCA	11	7	4.0	6.0	1	59.0	56.0	1	89.0	64.0	N/A
DCA	12	11	3.0	7.0	1	26.0	15.0	3	165.66666666666666	144.66666666666666	N/A
DDC	9	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DEN	1	20	8.142857142857142	10.2	5	37.0	32.2	1	75.0	57.0	N/A
DEN	2	23	6.6	15.4	3	21.333333333333332	14.666666666666666	5	188.8	193.8	N/A
DEN	3	32	8.0	11.3	5	34.2	37.4	1	63.0	52.0	N/A
DEN	4	24	8.571428571428571	22.666666666666668	8	35.875	30.875	2	284.0	287.0	N/A
DEN	5	22	7.5	8.5	6	36.166666666666664	32.0	3	79.66666666666667	73.33333333333333	N/A
DEN	6	24	7.1	14.5	11	38.54545454545455	36.09090909090909	4	87.0	75.5	N/A
DEN	7	20	8.88888888888889	8.714285714285714	9	33.22222222222222	31.77777777777778	7	145.85714285714286	130.0	N/A
DEN	8	21	7.111111111111111	19.5	3	20.333333333333332	27.0	7	110.57142857142857	94.85714285714286	N/A
DEN	9	33	4.375	13.833333333333334	1	20.0	16.0	1	74.0	63.0	N/A
DEN	10	33	6.5	3.75	5	30.2	18.8	1	216.0	208.0	N/A
DEN	11	28	3.125	8.333333333333334	5	31.0	30.0	2	65.5	89.5	N/A
DEN	12	27	7.428571428571429	5.5	5	24.2	15.6	1	75.0	52.0	N/A
DFW	1	21	9.75	9.714285714285714	8	26.375	20.375	3	82.66666666666667	91.66666666666667	N/A
DFW	2	25	4.5	3.4	2	34.0	24.0	2	125.0	106.0	N/A
DFW	3	29	7.25	10.0	3	18.666666666666668	29.666666666666668	6	143.83333333333334	137.16666666666666	N/A
DFW	4	23	7.2	9.0	8	31.75	28.625	2	192.0	198.0	N/A
DFW	5	22	5.384615384615385	23.571428571428573	7	30.571428571428573	29.166666666666668	6	151.66666666666666	156.16666666666666	N/A
DFW	6	27	5.714285714285714	31.444444444444443	7	32.142857142857146	30.0	3	100.33333333333333	94.0	N/A
DFW	7	32	6.25	7.714285714285714	6	28.166666666666668	10.833333333333334	5	253.2	249.6	N/A
DFW	8	23	6.333333333333333	12.666666666666666	8	31.375	17.0	4	171.25	168.0	N/A
DFW	9	32	6.8	4.666666666666667	7	28.142857142857142	41.285714285714285	1	68.0	63.0	N/A
DFW	10	37	6.75	4.666666666666667	6	31.5	17.166666666666668	1	82.0	65.0	N/A
DFW	11	21	7.8	10.833333333333334	6	34.0	39.5	5	173.8	173.2	N/A
DFW	12	20	5.8	8.5	6	43.5	36.0	4	102.75	91.0	N/A
DLG	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DLH	8	0	0.0	0.0	0	0.0	0.0	1	83.0	75.0	N/A
DLH	9	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DLH	11	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DRO	4	1	0.0	10.0	0	0.0	0.0	0	0.0	0.0	N/A
DRO	7	4	8.0	8.0	0	0.0	0.0	0	0.0	0.0	N/A
DRO	9	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DRO	10	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DRO	12	0	0.0	0.0	0	0.0	0.0	1	109.0	116.0	N/A
DSM	1	1	0.0	0.0	0	0.0	0.0	1	373.0	375.0	N/A
DSM	2	1	0.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
DSM	3	2	0.0	10.0	1	19.0	8.0	0	0.0	0.0	N/A
DSM	5	1	0.0	0.0	0	0.0	0.0	1	547.0	544.0	N/A
DSM	6	2	0.0	0.0	1	15.0	0.0	0	0.0	0.0	N/A
DSM	7	2	2.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DSM	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DSM	9	2	0.0	0.0	1	47.0	36.0	0	0.0	0.0	N/A
DSM	10	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DSM	11	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DSM	12	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
DTW	1	8	0.0	5.5	1	30.0	21.0	0	0.0	0.0	N/A
DTW	2	13	3.0	5.0	0	0.0	0.0	0	0.0	0.0	N/A
DTW	3	9	9.0	12.5	0	0.0	0.0	0	0.0	0.0	N/A
DTW	4	14	7.0	0.0	2	36.5	34.0	0	0.0	0.0	N/A
DTW	5	15	5.5	5.0	4	31.75	35.75	3	117.33333333333333	104.66666666666667	N/A
DTW	6	15	4.8	15.0	2	42.0	30.0	0	0.0	0.0	N/A
DTW	7	12	0.0	5.333333333333333	4	28.25	11.25	1	358.0	365.0	N/A
DTW	8	11	2.0	47.0	3	24.0	28.666666666666668	3	135.66666666666666	135.0	N/A
DTW	9	7	2.0	0.0	1	32.0	31.0	1	174.0	184.0	N/A
DTW	10	18	2.0	6.5	1	20.0	12.0	2	110.5	106.0	N/A
DTW	11	17	0.0	6.0	1	28.0	26.0	2	73.0	88.5	N/A
DTW	12	14	8.0	16.0	2	29.5	8.0	4	108.25	104.75	N/A
ECP	1	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ECP	3	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ECP	4	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ECP	5	3	6.0	9.0	0	0.0	0.0	0	0.0	0.0	N/A
ECP	6	2	4.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
ECP	7	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ECP	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ECP	10	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ECP	11	1	6.0	11.0	0	0.0	0.0	0	0.0	0.0	N/A
ECP	12	2	4.0	34.0	0	0.0	0.0	0	0.0	0.0	N/A
EGE	1	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EGE	3	3	0.0	36.0	0	0.0	0.0	0	0.0	0.0	N/A
EGE	6	0	0.0	0.0	1	46.0	37.0	0	0.0	0.0	N/A
EGE	7	0	0.0	0.0	1	46.0	46.0	0	0.0	0.0	N/A
EGE	8	1	5.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EGE	11	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ELM	10	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ELP	1	3	0.0	0.0	0	0.0	0.0	1	153.0	147.0	N/A
ELP	2	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ELP	3	3	3.0	17.0	0	0.0	0.0	0	0.0	0.0	N/A
ELP	4	3	0.0	0.0	1	24.0	8.0	0	0.0	0.0	N/A
ELP	5	2	0.0	0.0	1	54.0	49.0	0	0.0	0.0	N/A
ELP	6	0	0.0	0.0	1	28.0	21.0	0	0.0	0.0	N/A
ELP	7	0	0.0	0.0	1	19.0	31.0	0	0.0	0.0	N/A
ELP	8	3	6.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
ELP	9	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ELP	10	5	0.0	3.0	0	0.0	0.0	0	0.0	0.0	N/A
ELP	11	5	0.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
ELP	12	4	1.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EUG	2	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EUG	5	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EUG	6	1	2.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EUG	7	2	8.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EUG	9	1	2.0	9.0	0	0.0	0.0	0	0.0	0.0	N/A
EUG	10	1	7.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EUG	12	1	12.0	82.0	0	0.0	0.0	0	0.0	0.0	N/A
EVV	1	1	0.0	35.0	0	0.0	0.0	0	0.0	0.0	N/A
EVV	6	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EVV	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EVV	11	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EWR	1	11	6.666666666666667	4.0	0	0.0	0.0	1	125.0	156.0	N/A
EWR	2	20	10.4	16.666666666666668	2	33.0	9.5	0	0.0	0.0	N/A
EWR	3	16	5.5	7.0	1	38.0	32.0	0	0.0	0.0	N/A
EWR	4	12	0.0	11.2	2	46.5	102.0	3	380.0	396.0	N/A
EWR	5	14	7.75	9.5	4	40.25	29.5	0	0.0	0.0	N/A
EWR	6	6	7.0	24.0	0	0.0	0.0	1	65.0	46.0	N/A
EWR	7	16	3.6666666666666665	13.75	3	29.666666666666668	45.333333333333336	3	339.6666666666667	317.6666666666667	N/A
EWR	8	14	6.0	7.0	5	35.8	21.6	0	0.0	0.0	N/A
EWR	9	15	5.0	37.5	1	53.0	44.0	0	0.0	0.0	N/A
EWR	10	13	7.666666666666667	9.333333333333334	1	23.0	2.0	0	0.0	0.0	N/A
EWR	11	11	5.0	8.666666666666666	3	37.0	34.666666666666664	2	64.5	59.0	N/A
EWR	12	9	5.0	5.0	3	27.666666666666668	11.333333333333334	1	85.0	81.0	N/A
EYW	3	0	0.0	0.0	1	34.0	31.0	0	0.0	0.0	N/A
EYW	5	1	14.0	25.0	0	0.0	0.0	0	0.0	0.0	N/A
EYW	7	2	5.0	5.0	0	0.0	0.0	0	0.0	0.0	N/A
EYW	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EYW	9	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EYW	10	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
EYW	11	1	0.0	0.0	2	29.0	19.5	0	0.0	0.0	N/A
EYW	12	1	6.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FAI	1	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FAR	1	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FAR	2	0	0.0	0.0	0	0.0	0.0	2	292.0	272.5	N/A
FAR	3	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FAR	4	1	0.0	4.0	0	0.0	0.0	1	114.0	107.0	N/A
FAR	5	2	5.0	4.0	0	0.0	0.0	0	0.0	0.0	N/A
FAR	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FAR	11	1	0.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
FAR	12	1	6.0	66.0	1	19.0	0.0	0	0.0	0.0	N/A
FAT	1	2	14.0	8.0	0	0.0	0.0	0	0.0	0.0	N/A
FAT	2	2	0.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
FAT	4	0	0.0	0.0	2	31.5	21.0	0	0.0	0.0	N/A
FAT	5	1	3.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FAT	6	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FAT	9	3	0.0	0.0	1	18.0	4.0	0	0.0	0.0	N/A
FAT	10	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FAT	11	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FAT	12	0	0.0	0.0	1	17.0	10.0	0	0.0	0.0	N/A
FAY	6	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FCA	6	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FCA	9	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FLG	10	0	0.0	0.0	0	0.0	0.0	1	156.0	161.0	N/A
FLG	12	0	0.0	0.0	0	0.0	0.0	1	61.0	73.0	N/A
FLL	1	10	7.0	22.666666666666668	4	24.0	27.5	0	0.0	0.0	N/A
FLL	2	6	7.0	3.6666666666666665	2	56.5	61.5	2	122.0	138.5	N/A
FLL	3	8	10.0	13.0	7	35.857142857142854	20.142857142857142	2	136.0	125.0	N/A
FLL	4	12	6.75	7.0	0	0.0	0.0	2	187.5	186.0	N/A
FLL	5	12	3.5	12.6	0	0.0	0.0	0	0.0	0.0	N/A
FLL	6	7	1.0	2.0	0	0.0	0.0	0	0.0	0.0	N/A
FLL	7	14	9.2	18.4	2	29.5	24.5	5	143.2	149.8	N/A
FLL	8	4	0.0	0.0	1	33.0	25.0	0	0.0	0.0	N/A
FLL	9	16	7.5	12.0	2	23.5	12.0	0	0.0	0.0	N/A
FLL	10	11	0.0	9.0	3	32.666666666666664	26.333333333333332	0	0.0	0.0	N/A
FLL	11	7	12.0	15.0	3	31.333333333333332	26.333333333333332	1	119.0	130.0	N/A
FLL	12	5	6.5	17.0	0	0.0	0.0	1	109.0	118.0	N/A
FNT	2	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FNT	3	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FSD	2	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FSD	3	2	5.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FSD	5	1	0.0	4.0	0	0.0	0.0	0	0.0	0.0	N/A
FSD	6	1	0.0	12.0	0	0.0	0.0	0	0.0	0.0	N/A
FSD	7	2	0.0	0.0	0	0.0	0.0	1	66.0	87.0	N/A
FSD	9	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FSD	11	1	0.0	12.0	0	0.0	0.0	0	0.0	0.0	N/A
FSM	8	0	0.0	0.0	0	0.0	0.0	1	122.0	116.0	N/A
FSM	9	1	0.0	4.0	0	0.0	0.0	0	0.0	0.0	N/A
FWA	2	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FWA	4	2	0.0	5.0	0	0.0	0.0	0	0.0	0.0	N/A
FWA	6	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FWA	7	2	0.0	22.0	0	0.0	0.0	0	0.0	0.0	N/A
FWA	11	2	5.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
FWA	12	1	10.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GCC	1	1	0.0	14.0	0	0.0	0.0	0	0.0	0.0	N/A
GEG	1	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GEG	2	2	0.0	21.0	0	0.0	0.0	0	0.0	0.0	N/A
GEG	4	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GEG	5	2	7.0	10.0	0	0.0	0.0	0	0.0	0.0	N/A
GEG	6	2	6.5	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GEG	7	1	0.0	0.0	2	43.5	34.5	1	482.0	466.0	N/A
GEG	8	3	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GEG	9	4	10.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
GEG	10	3	0.0	8.0	0	0.0	0.0	0	0.0	0.0	N/A
GEG	11	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GGG	4	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GGG	9	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GJT	1	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GJT	2	0	0.0	0.0	1	30.0	56.0	0	0.0	0.0	N/A
GJT	3	2	0.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
GNV	2	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GNV	9	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GNV	10	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GPT	1	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GPT	7	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GPT	8	1	0.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
GPT	10	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GPT	12	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GRB	5	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GRB	6	0	0.0	0.0	1	26.0	21.0	0	0.0	0.0	N/A
GRB	7	3	0.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
GRB	10	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GRI	7	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GRK	3	0	0.0	0.0	0	0.0	0.0	1	87.0	88.0	N/A
GRK	11	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GRK	12	0	0.0	0.0	0	0.0	0.0	1	234.0	227.0	N/A
GRR	1	1	0.0	0.0	2	38.0	41.5	0	0.0	0.0	N/A
GRR	2	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GRR	3	4	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GRR	4	3	0.0	9.0	0	0.0	0.0	0	0.0	0.0	N/A
GRR	5	1	0.0	0.0	1	39.0	20.0	0	0.0	0.0	N/A
GRR	6	4	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GRR	8	1	6.0	0.0	0	0.0	0.0	1	113.0	185.0	N/A
GRR	9	1	0.0	9.0	0	0.0	0.0	0	0.0	0.0	N/A
GRR	10	2	0.0	0.0	1	15.0	8.0	0	0.0	0.0	N/A
GRR	11	2	0.0	0.0	1	24.0	5.0	0	0.0	0.0	N/A
GRR	12	3	1.0	12.0	0	0.0	0.0	0	0.0	0.0	N/A
GSO	1	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GSO	2	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GSO	6	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GSO	7	0	0.0	0.0	0	0.0	0.0	1	84.0	104.0	N/A
GSO	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GSO	11	2	11.0	3.0	0	0.0	0.0	0	0.0	0.0	N/A
GSO	12	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GSP	1	4	3.0	17.0	0	0.0	0.0	0	0.0	0.0	N/A
GSP	2	3	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GSP	3	1	0.0	2.0	0	0.0	0.0	0	0.0	0.0	N/A
GSP	4	2	0.0	11.0	0	0.0	0.0	0	0.0	0.0	N/A
GSP	6	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GSP	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GSP	9	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GSP	10	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GSP	11	1	0.0	0.0	2	20.5	7.0	0	0.0	0.0	N/A
GSP	12	3	2.5	29.0	0	0.0	0.0	0	0.0	0.0	N/A
GST	7	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GTF	2	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GTF	4	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GTF	5	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GTF	10	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GTF	12	0	0.0	0.0	0	0.0	0.0	1	223.0	240.0	N/A
GUC	7	0	0.0	0.0	0	0.0	0.0	1	98.0	91.0	N/A
GUC	9	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
GUM	9	0	0.0	0.0	0	0.0	0.0	1	162.0	152.0	N/A
GUM	10	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HDN	1	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HDN	2	1	0.0	60.0	0	0.0	0.0	0	0.0	0.0	N/A
HDN	3	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HGR	5	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HHH	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HHH	9	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HIB	1	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HIB	10	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HLN	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HLN	11	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HNL	1	3	6.0	10.5	1	28.0	19.0	1	70.0	71.0	N/A
HNL	2	10	2.75	10.5	1	49.0	16.0	0	0.0	0.0	N/A
HNL	3	7	3.3333333333333335	1.0	0	0.0	0.0	0	0.0	0.0	N/A
HNL	4	10	6.0	3.0	3	38.333333333333336	36.333333333333336	0	0.0	0.0	N/A
HNL	5	12	3.0	6.0	0	0.0	0.0	0	0.0	0.0	N/A
HNL	6	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HNL	7	5	11.0	4.0	0	0.0	0.0	0	0.0	0.0	N/A
HNL	8	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HNL	9	9	2.0	0.0	1	57.0	58.0	0	0.0	0.0	N/A
HNL	10	8	5.666666666666667	5.5	0	0.0	0.0	0	0.0	0.0	N/A
HNL	11	4	0.0	8.333333333333334	1	34.0	0.0	1	79.0	79.0	N/A
HNL	12	10	1.6666666666666667	10.75	1	19.0	11.0	0	0.0	0.0	N/A
HOU	1	2	2.0	0.0	0	0.0	0.0	1	92.0	156.0	N/A
HOU	2	4	1.0	10.0	0	0.0	0.0	0	0.0	0.0	N/A
HOU	3	6	7.0	5.5	2	30.5	26.0	0	0.0	0.0	N/A
HOU	4	7	6.0	12.666666666666666	1	20.0	0.0	0	0.0	0.0	N/A
HOU	5	3	9.0	5.0	0	0.0	0.0	0	0.0	0.0	N/A
HOU	6	7	6.0	0.0	2	35.5	20.5	1	119.0	105.0	N/A
HOU	7	5	6.5	12.0	1	53.0	44.0	0	0.0	0.0	N/A
HOU	8	2	4.0	0.0	1	21.0	7.0	0	0.0	0.0	N/A
HOU	9	3	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HOU	10	3	0.0	9.0	0	0.0	0.0	0	0.0	0.0	N/A
HOU	11	6	8.666666666666666	5.0	2	22.0	23.0	0	0.0	0.0	N/A
HOU	12	5	7.0	19.0	0	0.0	0.0	1	83.0	78.0	N/A
HPN	1	3	6.0	16.0	0	0.0	0.0	0	0.0	0.0	N/A
HPN	2	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HPN	4	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HPN	6	1	0.0	1.0	0	0.0	0.0	0	0.0	0.0	N/A
HPN	9	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HPN	11	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HPN	12	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HRL	3	0	0.0	0.0	1	40.0	33.0	0	0.0	0.0	N/A
HRL	10	3	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HRL	11	2	7.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HRL	12	3	2.0	15.0	0	0.0	0.0	0	0.0	0.0	N/A
HSV	1	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HSV	3	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HSV	6	0	0.0	0.0	1	28.0	29.0	0	0.0	0.0	N/A
HSV	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HSV	9	1	0.0	0.0	1	32.0	14.0	0	0.0	0.0	N/A
HSV	12	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
HTS	4	1	6.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
IAD	1	5	8.0	0.0	1	41.0	17.0	0	0.0	0.0	N/A
IAD	2	2	0.0	0.0	1	38.0	39.0	0	0.0	0.0	N/A
IAD	3	4	11.0	3.5	1	16.0	21.0	0	0.0	0.0	N/A
IAD	4	5	0.0	0.0	4	36.5	32.0	2	250.5	258.5	N/A
IAD	5	5	13.0	14.0	2	49.5	34.0	1	131.0	117.0	N/A
IAD	6	5	0.0	5.0	1	23.0	26.0	1	63.0	38.0	N/A
IAD	7	3	1.5	0.0	2	26.0	15.5	1	216.0	200.0	N/A
IAD	8	2	3.0	0.0	1	45.0	41.0	0	0.0	0.0	N/A
IAD	9	2	0.0	0.0	1	28.0	32.0	0	0.0	0.0	N/A
IAD	10	6	5.5	13.5	1	57.0	44.0	0	0.0	0.0	N/A
IAD	11	1	2.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
IAD	12	6	5.0	0.0	1	21.0	3.0	0	0.0	0.0	N/A
IAH	1	7	0.0	2.5	0	0.0	0.0	1	78.0	64.0	N/A
IAH	2	13	1.0	2.0	1	42.0	36.0	0	0.0	0.0	N/A
IAH	3	7	0.0	22.0	0	0.0	0.0	3	190.0	169.0	N/A
IAH	4	12	5.0	5.5	4	43.75	33.25	0	0.0	0.0	N/A
IAH	5	1	1.0	3.0	2	19.5	24.5	6	232.66666666666666	225.0	N/A
IAH	6	12	7.2	5.2	2	42.5	29.0	2	121.5	112.0	N/A
IAH	7	11	7.0	6.5	3	28.666666666666668	51.0	1	96.0	83.0	N/A
IAH	8	14	4.333333333333333	3.3333333333333335	3	43.0	37.333333333333336	0	0.0	0.0	N/A
IAH	9	16	3.5	38.5	1	58.0	44.0	1	105.0	100.0	N/A
IAH	10	10	6.5	19.0	0	0.0	0.0	0	0.0	0.0	N/A
IAH	11	11	8.4	20.4	1	54.0	43.0	0	0.0	0.0	N/A
IAH	12	9	3.0	3.5	0	0.0	0.0	1	93.0	92.0	N/A
ICT	2	0	0.0	0.0	0	0.0	0.0	1	66.0	92.0	N/A
ICT	3	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ICT	5	1	0.0	0.0	2	31.5	69.0	1	100.0	95.0	N/A
ICT	6	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ICT	9	3	0.0	5.0	0	0.0	0.0	0	0.0	0.0	N/A
ICT	10	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ICT	11	2	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ICT	12	2	10.0	7.0	0	0.0	0.0	1	1005.0	995.0	N/A
IDA	7	0	0.0	0.0	1	34.0	16.0	1	148.0	143.0	N/A
IDA	8	1	0.0	0.0	0	0.0	0.0	0	0.0	0.0	N/A
ILM	3	1	0.0	1.0	2	36.0	35.5	0	0.0	0.0	N/A
